holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,weekday,hour,good_weather
0,301.88,0,0,40,3154,5,19,0
0,301.88,0,0,40,3154,5,19,0
0,300.6,0,0,75,2882,5,20,1
0,299.2,0,0,75,3038,5,21,1
0,298.21,0,0,75,3255,5,22,1
0,296.95,0,0,40,2583,5,23,1
0,295.93,0,0,1,1658,6,0,1
0,294.39,0,0,1,1277,6,1,1
0,293.71,0,0,1,718,6,2,1
0,292.81,0,0,1,460,6,3,1
0,292.07,0,0,1,385,6,4,1
0,291.48,0,0,20,530,6,5,1
0,291.62,0,0,40,926,6,6,1
0,292.45,0,0,40,1241,6,7,1
0,294.72,0,0,20,2078,6,8,1
0,296.16,0,0,20,3101,6,9,1
0,297.69,0,0,20,3956,6,10,1
0,299.02,0,0,20,3893,6,11,1
0,300.09,0,0,20,4303,6,12,1
0,300.91,0,0,1,4403,6,13,1
0,301.81,0,0,1,4241,6,14,1
0,302.18,0,0,20,4464,6,15,1
0,302.78,0,0,20,4359,6,16,1
0,302.98,0,0,20,4271,6,17,1
0,302.69,0,0,20,3717,6,18,1
0,302.26,0,0,20,3465,6,19,1
0,300.99,0,0,1,2425,6,20,1
0,298.52,0,0,1,2319,6,21,1
0,296.78,0,0,1,1470,6,22,1
0,295.9,0,0,1,1483,6,23,1
0,295.51,0,0,1,615,0,0,1
0,294.41,0,0,1,370,0,1,1
0,293.38,0,0,1,304,0,2,1
0,292.46,0,0,1,349,0,3,1
0,291.66,0,0,1,821,0,4,1
0,290.73,0,0,20,2849,0,5,1
0,290.1,0,0,20,5176,0,6,1
0,290.43,0,0,75,6045,0,7,1
0,290.92,0,0,75,5332,0,8,1
0,291.3,0,0,40,4426,0,9,1
0,292.41,0,0,20,3984,0,10,1
0,293.04,0,0,40,4016,0,11,1
0,293.33,0,0,90,4440,0,12,1
0,294.45,0,0,40,4422,0,13,1
0,294.97,0,0,75,4727,0,14,1
0,295.12,0,0,75,4825,0,15,1
0,295.55,0,0,75,5832,0,16,1
0,295.49,0,0,75,5347,0,17,1
0,295.7,0,0,40,3959,0,18,1
0,295.0,0,0,40,2931,0,19,1
0,294.27,0,0,40,2626,0,20,1
0,292.58,1,0,20,2400,0,21,0
0,291.45,0,0,20,1968,0,22,1
0,291.14,0,0,90,1129,0,23,1
0,291.1,0,0,90,567,1,0,1
0,290.47,0,0,90,410,1,1,1
0,289.84,0,0,90,316,1,2,1
0,289.0,0,0,40,329,1,3,1
0,287.63,0,0,20,848,1,4,1
0,286.52,0,0,1,2949,1,5,1
0,285.98,0,0,1,5264,1,6,1
0,287.63,0,0,20,5979,1,7,1
0,289.46,0,0,40,5371,1,8,1
0,290.41,0,0,20,4779,1,9,1
0,291.29,0,0,40,4233,1,10,1
0,292.38,0,0,40,4249,1,11,1
0,292.99,0,0,40,4496,1,12,1
0,294.03,0,0,40,4433,1,13,1
0,295.01,0,0,40,4863,1,14,1
0,295.36,0,0,40,5166,1,15,1
0,296.02,0,0,1,5846,1,16,0
0,296.28,0,0,40,5735,1,17,1
0,296.36,0,0,40,4152,1,18,1
0,295.82,0,0,40,3157,1,19,1
0,294.83,0,0,20,2708,1,20,1
0,292.74,0,0,20,2649,1,21,1
0,290.09,0,0,1,2277,1,22,1
0,289.29,0,0,1,1811,1,23,1
0,288.06,0,0,75,665,2,0,1
0,287.27,0,0,1,428,2,1,1
0,286.85,0,0,1,297,2,2,1
0,286.18,0,0,1,358,2,3,1
0,285.87,0,0,1,888,2,4,1
0,285.48,0,0,1,2970,2,5,0
0,285.75,0,0,20,5343,2,6,1
0,287.83,0,0,20,6053,2,7,1
0,290.68,0,0,40,5448,2,8,1
0,292.94,0,0,40,4716,2,9,1
0,294.54,0,0,75,4355,2,10,1
0,295.92,0,0,75,4573,2,11,1
0,296.7,0,0,75,4635,2,12,1
0,297.17,0,0,75,4622,2,13,1
0,298.4,0,0,40,4772,2,14,1
0,298.58,0,0,40,5212,2,15,1
0,298.93,0,0,40,5964,2,16,1
0,299.27,0,0,40,5794,2,17,1
0,298.81,0,0,40,4308,2,18,1
0,298.08,0,0,1,2581,2,20,1
0,297.35,0,0,40,2581,2,20,1
0,294.93,0,0,1,2631,2,21,1
0,291.84,0,0,1,1926,2,22,1
0,291.18,0,0,20,1140,2,23,1
0,290.26,0,0,20,620,3,0,1
0,289.6,0,0,1,446,3,1,1
0,289.3,0,0,20,313,3,2,1
0,288.38,0,0,1,363,3,3,0
0,288.4,0,0,20,863,3,4,0
0,288.78,0,0,20,2881,3,5,1
0,289.32,0,0,40,4728,3,6,1
0,290.78,0,0,90,5836,3,7,0
0,292.88,0,0,75,5549,3,8,1
0,294.27,0,0,75,4751,3,9,1
0,294.88,0,0,75,3917,3,10,0
0,294.07,0,0,90,4175,3,11,0
0,294.07,0,0,90,4175,3,11,0
0,292.25,1,0,90,4125,3,12,0
0,294.07,0,0,75,4295,3,13,0
0,296.26,0,0,40,4305,3,14,1
0,297.21,0,0,40,4943,3,15,1
0,297.6,1,0,40,5855,3,16,0
0,298.08,1,0,40,5466,3,17,0
0,297.03,0,0,40,4132,3,18,1
0,296.13,0,0,20,3321,3,19,1
0,294.62,0,0,40,2929,3,20,1
0,292.6,0,0,1,2907,3,21,1
0,291.05,0,0,20,2533,3,22,1
0,290.07,0,0,20,1473,3,23,1
0,289.04,0,0,1,825,4,0,1
0,288.16,0,0,1,531,4,1,1
0,286.64,0,0,1,381,4,2,1
0,285.39,0,0,1,406,4,3,1
0,284.67,0,0,1,790,4,4,1
0,283.97,0,0,20,2532,4,5,1
0,283.24,0,0,20,4826,4,6,1
0,284.59,0,0,20,5217,4,7,1
0,286.51,0,0,20,4281,4,8,1
0,288.14,0,0,40,4560,4,9,1
0,289.45,0,0,40,4412,4,10,1
0,290.87,0,0,20,4682,4,11,1
0,292.02,0,0,20,5018,4,12,1
0,293.3,0,0,1,4938,4,13,1
0,294.37,0,0,40,4974,4,14,1
0,295.13,0,0,40,5015,4,15,1
0,295.44,0,0,40,5017,4,16,1
0,295.71,0,0,40,4307,4,17,1
0,295.65,0,0,40,3808,4,18,1
0,295.31,0,0,75,3102,4,19,1
0,293.99,0,0,75,2822,4,20,1
0,292.24,0,0,75,2627,4,21,1
0,289.69,0,0,40,2498,4,22,1
0,288.53,0,0,40,1987,4,23,1
0,287.75,0,0,75,1234,5,0,1
0,287.13,0,0,75,940,5,1,1
0,286.4,0,0,75,664,5,2,1
0,285.64,0,0,1,373,5,3,1
0,285.21,0,0,1,425,5,4,1
0,285.66,0,0,75,679,5,5,1
0,285.83,0,0,75,1253,5,6,1
0,287.34,0,0,75,1679,5,7,1
0,289.67,0,0,75,2178,5,8,1
0,292.72,0,0,20,2952,5,9,1
0,294.67,0,0,20,3429,5,10,1
0,295.89,0,0,40,3892,5,11,1
0,296.6,0,0,40,3862,5,12,1
0,297.29,0,0,75,3550,5,13,1
0,297.94,0,0,40,3554,5,14,1
0,298.47,0,0,40,3487,5,15,1
0,298.45,0,0,40,3261,5,16,1
0,299.04,0,0,75,3263,5,17,1
0,298.64,0,0,40,3175,5,18,1
0,298.21,0,0,40,2805,5,19,1
0,296.99,0,0,40,2676,5,20,1
0,294.45,0,0,20,2495,5,21,1
0,292.09,0,0,20,2370,5,22,1
0,291.03,0,0,20,2205,5,23,1
0,290.15,0,0,1,1133,6,0,1
0,289.45,0,0,1,929,6,1,1
0,289.3,0,0,1,759,6,2,1
0,289.14,0,0,1,436,6,3,1
0,288.46,0,0,1,419,6,4,1
0,287.59,0,0,1,590,6,5,0
0,287.44,0,0,20,1095,6,6,0
0,289.23,0,0,40,1166,6,7,0
0,291.48,0,0,40,1616,6,8,1
0,293.62,0,0,40,2271,6,9,1
0,295.28,0,0,40,2827,6,10,1
0,296.44,0,0,75,3166,6,11,1
0,297.09,0,0,75,3464,6,12,1
0,297.97,0,0,40,3415,6,13,1
0,298.81,0,0,40,3454,6,14,1
0,299.28,0,0,20,3295,6,15,1
0,299.32,0,0,20,3220,6,16,1
0,299.4,0,0,20,3225,6,17,1
0,299.07,0,0,20,3041,6,18,1
0,298.07,0,0,20,2718,6,19,1
0,297.13,0,0,1,2563,6,20,1
0,295.04,0,0,1,2513,6,21,1
0,292.98,0,0,20,2252,6,22,1
0,291.46,0,0,20,1985,6,23,1
1,289.95,0,0,1,1115,0,0,1
0,289.7,0,0,1,581,0,1,0
0,288.95,0,0,1,436,0,2,1
0,288.74,0,0,1,270,0,3,1
0,288.54,0,0,1,304,0,4,1
0,287.6,0,0,20,660,0,5,1
0,287.49,0,0,20,825,0,6,1
0,289.56,0,0,20,798,0,7,1
0,292.34,0,0,20,1060,0,8,1
0,294.36,0,0,20,1582,0,9,1
0,295.32,0,0,90,1949,0,10,1
0,296.14,0,0,75,2657,0,11,1
0,296.77,0,0,75,2916,0,12,1
0,297.63,0,0,75,2881,0,13,1
0,297.76,0,0,90,3095,0,14,1
0,298.37,0,0,75,3252,0,15,1
0,298.66,0,0,75,3197,0,16,1
0,298.77,0,0,75,3044,0,17,1
0,298.49,0,0,75,2979,0,18,1
0,297.91,0,0,90,2886,0,19,1
0,297.32,0,0,90,2765,0,20,1
0,296.64,0,0,90,2471,0,21,1
0,295.49,0,0,40,2975,0,22,1
0,294.5,0,0,40,1980,0,23,1
0,293.16,0,0,40,1038,1,0,1
0,292.68,0,0,1,497,1,1,1
0,292.67,0,0,40,331,1,2,1
0,293.09,0,0,75,319,1,3,1
0,292.86,0,0,40,729,1,4,0
0,292.7,0,0,75,2468,1,5,0
0,293.05,0,0,75,4739,1,6,0
0,293.59,0,0,20,5115,1,7,0
0,293.59,0,0,20,5115,1,7,0
0,294.45,0,0,75,4441,1,8,0
0,294.45,0,0,75,4441,1,8,0
0,295.77,0,0,75,4023,1,9,1
0,297.81,0,0,75,3465,1,10,1
0,299.13,0,0,75,3720,1,11,0
0,300.78,0,0,75,4318,1,12,1
0,301.75,0,0,75,4200,1,13,0
0,303.5,0,0,75,4346,1,14,1
0,303.81,0,0,75,4784,1,15,0
0,302.99,0,0,75,5494,1,16,0
0,300.79,0,0,75,5577,1,17,0
0,300.79,0,0,75,5577,1,17,0
0,297.44,0,0,90,3177,1,18,0
0,297.44,0,0,90,3177,1,18,0
0,297.44,0,0,90,3177,1,18,0
0,294.91,1,0,90,2821,1,19,0
0,294.91,1,0,90,2821,1,19,0
0,294.91,1,0,90,2821,1,19,0
0,293.53,1,0,90,1975,1,20,0
0,293.53,1,0,90,1975,1,20,0
0,293.53,1,0,90,1975,1,20,0
0,292.84,1,0,90,1752,1,21,0
0,292.84,1,0,90,1752,1,21,0
0,292.84,1,0,90,1752,1,21,0
0,292.65,0,0,90,2459,1,22,0
0,292.08,0,0,1,2091,1,23,1
0,291.88,0,0,40,700,2,0,1
0,291.3,0,0,20,358,2,1,1
0,290.77,0,0,1,288,2,2,0
0,290.53,0,0,40,341,2,3,0
0,290.6,0,0,40,816,2,4,0
0,290.6,0,0,40,816,2,4,0
0,290.86,0,0,75,2789,2,5,0
0,290.51,0,0,75,5182,2,6,0
0,290.51,0,0,75,5182,2,6,0
0,291.25,0,0,75,5951,2,7,0
0,291.25,0,0,75,5951,2,7,0
0,292.5,0,0,75,5135,2,8,0
0,292.5,0,0,75,5135,2,8,0
0,294.71,0,0,75,4108,2,9,1
0,296.07,0,0,75,3872,2,10,1
0,298.07,0,0,75,4116,2,11,1
0,299.37,0,0,40,4180,2,12,1
0,300.76,0,0,40,4277,2,13,1
0,301.17,0,0,40,4455,2,14,1
0,302.22,0,0,20,4723,2,15,1
0,302.47,0,0,20,5555,2,16,1
0,302.53,0,0,20,5515,2,17,1
0,302.0,0,0,20,4181,2,18,1
0,301.4,0,0,20,3217,2,19,1
0,300.46,0,0,20,2804,2,20,1
0,297.22,0,0,20,2776,2,21,1
0,295.65,0,0,75,3222,2,22,1
0,293.91,0,0,1,2355,2,23,1
0,292.79,0,0,1,779,3,0,1
0,293.05,0,0,90,392,3,1,1
0,293.16,0,0,90,411,3,2,0
0,292.42,0,0,1,335,3,3,0
0,292.85,1,0,75,843,3,4,0
0,292.85,1,0,75,843,3,4,0
0,292.65,1,0,90,2649,3,5,0
0,292.65,1,0,90,2649,3,5,0
0,292.65,1,0,90,2649,3,5,0
0,292.7,0,0,90,5185,3,6,0
0,292.73,0,0,90,5849,3,7,1
0,293.45,0,0,90,5245,3,8,1
0,294.2,0,0,90,4557,3,9,1
0,295.31,0,0,75,4163,3,10,1
0,297.49,0,0,75,4350,3,11,1
0,298.45,0,0,40,4458,3,12,1
0,299.48,0,0,75,4596,3,13,1
0,300.1,0,0,75,4924,3,14,1
0,300.11,0,0,1,4983,3,15,1
0,299.83,0,0,75,6080,3,16,1
0,299.2,0,0,75,5974,3,17,1
0,298.03,1,0,40,4183,3,18,0
0,298.03,1,0,40,4183,3,18,0
0,296.43,1,0,90,3109,3,19,0
0,295.79,0,0,90,2597,3,20,1
0,294.74,0,0,75,2431,3,21,0
0,294.02,0,0,75,1906,3,22,0
0,293.8,0,0,75,1242,3,23,0
0,293.45,0,0,75,680,4,0,0
0,293.07,0,0,20,413,4,1,1
0,292.35,0,0,20,305,4,2,1
0,292.1,0,0,20,348,4,3,1
0,291.46,0,0,20,820,4,4,1
0,291.16,0,0,75,2695,4,5,0
0,291.09,1,0,75,4519,4,6,0
0,291.47,0,0,40,5551,4,7,1
0,292.46,0,0,20,4956,4,8,1
0,293.28,0,0,40,4451,4,9,1
0,293.24,0,0,75,4408,4,10,1
0,293.78,0,0,90,4637,4,11,1
0,294.35,0,0,90,4619,4,12,1
0,295.42,0,0,75,4593,4,13,1
0,296.18,1,0,90,4736,4,14,0
0,297.23,0,0,75,5096,4,15,1
0,298.0,0,0,64,5628,4,16,1
0,298.4,0,0,75,4855,4,17,1
0,298.43,0,0,75,4057,4,18,1
0,298.15,0,0,75,3204,4,19,1
0,297.06,0,0,90,2618,4,20,1
0,295.63,0,0,40,2664,4,21,1
0,293.96,0,0,20,2367,4,22,1
0,292.39,0,0,20,1856,4,23,1
0,291.24,0,0,1,1376,5,0,1
0,290.12,0,0,1,1070,5,1,1
0,289.5,0,0,1,678,5,2,0
0,289.5,0,0,1,678,5,2,0
0,288.78,0,0,1,508,5,3,0
0,288.78,0,0,1,508,5,3,0
0,288.36,0,0,1,541,5,4,0
0,288.36,0,0,1,541,5,4,0
0,287.83,0,0,1,976,5,5,0
0,287.83,0,0,1,976,5,5,0
0,287.45,0,0,1,1474,5,6,0
0,287.45,0,0,1,1474,5,6,0
0,289.78,0,0,1,1887,5,7,0
0,291.6,0,0,1,2394,5,8,1
0,293.77,0,0,1,3045,5,9,1
0,295.39,0,0,1,3333,5,10,1
0,297.09,0,0,1,3675,5,11,1
0,297.86,0,0,1,3837,5,12,1
0,299.0,0,0,20,3792,5,13,1
0,299.73,0,0,40,3905,5,14,1
0,300.17,0,0,40,4142,5,15,1
0,300.38,0,0,40,3837,5,16,1
0,300.45,0,0,40,3827,5,17,1
0,300.1,0,0,40,3412,5,18,1
0,299.31,0,0,1,2903,5,19,1
0,298.19,0,0,40,97,5,20,1
0,296.15,0,0,1,10,5,21,1
0,295.16,0,0,1,11,5,22,1
0,294.63,0,0,40,1,5,23,1
0,294.08,0,0,40,1376,6,0,1
0,294.52,0,0,75,1070,6,1,1
0,294.4,0,0,75,678,6,2,1
0,294.39,0,0,75,508,6,3,0
0,294.36,0,0,75,541,6,4,0
0,294.36,0,0,75,541,6,4,0
0,293.07,1,0,75,980,6,5,0
0,293.07,1,0,75,980,6,5,0
0,291.79,1,0,90,1481,6,6,0
0,291.79,1,0,90,1481,6,6,0
0,291.79,1,0,90,1481,6,6,0
0,291.53,1,0,90,1897,6,7,0
0,291.53,1,0,90,1897,6,7,0
0,291.53,1,0,90,1897,6,7,0
0,291.74,1,0,75,2407,6,8,0
0,291.74,1,0,75,2407,6,8,0
0,292.11,1,0,90,3062,6,9,0
0,292.11,1,0,90,3062,6,9,0
0,293.61,0,0,90,3351,6,10,1
0,295.92,0,0,75,3695,6,11,1
0,296.72,0,0,90,3858,6,12,1
0,297.67,0,0,90,3903,6,13,1
0,298.88,0,0,90,3840,6,14,1
0,299.3,0,0,75,3777,6,15,1
0,299.53,0,0,75,3869,6,16,1
0,299.97,0,0,75,4093,6,17,1
0,299.86,0,0,75,3736,6,18,1
0,299.02,0,0,75,3240,6,19,1
0,298.27,1,0,90,2603,6,20,0
0,298.27,1,0,90,2603,6,20,0
0,296.88,0,0,1,2322,6,21,1
0,296.44,0,0,40,1721,6,22,1
0,296.26,0,0,90,1154,6,23,1
0,296.22,0,0,90,621,0,0,1
0,295.8,0,0,90,376,0,1,1
0,295.62,0,0,90,291,0,2,1
0,295.24,0,0,75,342,0,3,1
0,295.4,0,0,75,848,0,4,1
0,295.37,0,0,75,2780,0,5,1
0,295.05,0,0,90,5211,0,6,0
0,294.99,0,0,75,5803,0,7,0
0,294.83,0,0,90,5157,0,8,0
0,294.79,0,0,90,4016,0,9,1
0,295.13,0,0,90,3891,0,10,0
0,296.45,0,0,90,3998,0,11,0
0,297.73,0,0,90,4273,0,12,0
0,299.15,0,0,75,4475,0,13,0
0,300.18,0,0,90,4456,0,14,1
0,300.81,0,0,75,4858,0,15,0
0,301.48,0,0,75,5934,0,16,0
0,302.54,0,0,75,3900,0,18,0
0,302.39,0,0,75,2856,0,19,1
0,302.45,0,0,75,2506,0,20,0
0,301.7,0,0,75,2062,0,21,0
0,300.35,1,0,75,1544,0,22,0
0,299.61,0,0,90,995,0,23,0
0,299.61,0,0,90,995,0,23,0
0,298.88,0,0,90,589,1,0,0
0,298.88,0,0,90,589,1,0,0
0,296.36,1,0,75,379,1,1,0
0,296.36,1,0,75,379,1,1,0
0,295.15,0,0,90,249,1,2,0
0,294.81,0,0,90,312,1,3,1
0,294.5,0,0,90,859,1,4,1
0,294.55,0,0,90,2790,1,5,0
0,294.42,0,0,90,5344,1,6,1
0,293.82,0,0,75,6106,1,7,1
0,294.27,0,0,75,5591,1,8,1
0,296.43,0,0,40,4154,1,10,1
0,296.53,0,0,40,4154,1,10,1
0,298.15,0,0,40,4392,1,11,1
0,299.05,0,0,20,4430,1,12,1
0,301.01,0,0,1,4868,1,14,1
0,300.97,0,0,1,4868,1,14,1
0,301.68,0,0,20,5345,1,15,1
0,301.62,0,0,1,5750,1,16,1
0,301.38,0,0,1,4051,1,18,1
0,301.48,0,0,1,4051,1,18,1
0,300.78,0,0,1,3066,1,19,1
0,299.52,0,0,1,2764,1,20,1
0,297.89,0,0,1,2802,1,21,1
0,296.43,0,0,1,2147,1,22,1
0,295.7,0,0,1,1208,1,23,1
0,295.34,0,0,1,610,2,0,1
0,295.2,0,0,1,383,2,1,1
0,295.09,0,0,1,271,2,2,1
0,295.09,0,0,1,357,2,3,1
0,294.71,0,0,1,855,2,4,1
0,294.2,0,0,1,2869,2,5,1
0,294.25,0,0,20,5402,2,6,1
0,294.99,0,0,20,6025,2,7,1
0,295.83,0,0,40,5598,2,8,1
0,296.6,0,0,12,4075,2,10,1
0,296.95,0,0,12,4075,2,10,1
0,298.17,0,0,0,4449,2,11,1
0,299.8,0,0,0,4858,2,12,1
0,301.11,0,0,1,4802,2,14,1
0,300.73,0,0,1,4802,2,14,1
0,301.01,0,0,20,5137,2,15,1
0,300.78,0,0,40,5870,2,16,1
0,300.18,0,0,40,4191,2,18,1
0,300.14,0,0,40,4191,2,18,1
0,299.58,0,0,20,3039,2,19,1
0,299.06,0,0,1,2703,2,20,1
0,298.02,0,0,0,2935,2,21,1
0,295.78,0,0,0,2231,2,22,1
0,295.78,0,0,0,1209,2,23,1
0,293.171,0,0,0,628,3,0,1
0,293.171,0,0,0,394,3,1,1
0,293.171,0,0,0,282,3,2,1
0,291.806,0,0,36,346,3,3,1
0,291.806,0,0,36,834,3,4,1
0,291.806,0,0,36,2859,3,5,1
0,291.952,0,0,44,5394,3,6,1
0,291.952,0,0,44,6131,3,7,1
0,291.952,0,0,44,5620,3,8,1
0,293.318,0,0,92,4702,3,9,1
0,293.318,0,0,92,4134,3,10,1
0,293.318,0,0,92,4394,3,11,1
0,294.035,0,0,68,4738,3,12,1
0,294.035,0,0,68,4687,3,13,1
0,294.035,0,0,68,4895,3,14,1
0,295.254,0,0,68,5405,3,15,1
0,295.254,0,0,68,5854,3,16,1
0,295.254,0,0,68,5568,3,17,1
0,293.7340000000001,0,0,88,4279,3,18,1
0,293.7340000000001,0,0,88,3191,3,19,1
0,293.7340000000001,0,0,88,2825,3,20,1
0,291.619,0,0,92,2931,3,21,1
0,291.619,0,0,92,2140,3,22,1
0,291.619,0,0,92,1215,3,23,1
0,289.69,0,0,80,691,4,0,0
0,289.69,0,0,80,436,4,1,0
0,289.69,0,0,80,316,4,2,0
0,288.349,0,0,92,371,4,3,0
0,288.349,0,0,92,773,4,4,0
0,288.349,0,0,92,2692,4,5,0
0,288.494,0,0,92,4949,4,6,1
0,288.494,0,0,92,5812,4,7,1
0,288.494,0,0,92,4889,4,8,1
0,289.872,0,0,92,4759,4,9,1
0,289.872,0,0,92,4524,4,10,1
0,289.872,0,0,92,4908,4,11,1
0,291.245,0,0,88,4924,4,12,0
0,291.245,0,0,88,4757,4,13,0
0,291.245,0,0,88,5099,4,14,0
0,294.232,0,0,24,4954,4,15,1
0,294.232,0,0,24,5390,4,16,1
0,294.232,0,0,24,5107,4,17,1
0,293.931,0,0,8,3983,4,18,1
0,293.931,0,0,8,3471,4,19,1
0,293.931,0,0,8,2935,4,20,1
0,289.07,0,0,0,2996,4,21,1
0,289.07,0,0,0,2934,4,22,1
0,289.07,0,0,0,1823,4,23,1
0,286.055,0,0,0,1564,5,0,1
0,286.055,0,0,0,804,5,1,1
0,286.055,0,0,0,595,5,2,1
0,285.137,0,0,0,455,5,3,1
0,285.137,0,0,0,426,5,4,1
0,285.137,0,0,0,789,5,5,1
0,286.532,0,0,0,1295,5,6,1
0,286.532,0,0,0,1879,5,7,1
0,286.532,0,0,0,2606,5,8,1
0,294.478,0,0,0,3436,5,9,1
0,294.478,0,0,0,3707,5,10,1
0,294.478,0,0,0,3947,5,11,1
0,296.8640000000001,0,0,64,4457,5,12,1
0,296.8640000000001,0,0,64,4096,5,13,1
0,296.8640000000001,0,0,64,4264,5,14,1
0,298.1670000000001,0,0,92,4388,5,15,1
0,298.1670000000001,0,0,92,4175,5,16,1
0,298.1670000000001,0,0,92,4100,5,17,1
0,296.494,0,0,68,3866,5,18,1
0,296.494,0,0,68,3435,5,19,1
0,296.494,0,0,68,3144,5,20,1
0,294.301,0,0,92,2984,5,21,0
0,294.301,0,0,92,2888,5,22,0
0,294.301,0,0,92,1854,5,23,0
0,292.282,0,0,92,1320,6,0,0
0,292.282,0,0,92,835,6,1,0
0,292.282,0,0,92,590,6,2,0
0,293.121,0,0,64,334,6,3,1
0,293.121,0,0,64,292,6,4,1
0,293.121,0,0,64,477,6,5,1
0,294.121,0,0,88,790,6,6,1
0,294.121,0,0,88,1071,6,7,1
0,294.121,0,0,88,1669,6,8,1
0,295.209,0,0,92,2456,6,9,0
0,295.209,0,0,92,3333,6,10,0
0,295.209,0,0,92,3683,6,11,0
0,294.595,0,0,36,4088,6,12,0
0,294.595,0,0,36,4135,6,13,0
0,294.595,0,0,36,4278,6,14,0
0,297.851,0,0,0,4059,6,15,1
0,297.851,0,0,0,3717,6,16,1
0,297.851,0,0,0,3811,6,17,1
0,297.25,0,0,0,3722,6,18,1
0,297.25,0,0,0,3389,6,19,1
0,297.25,0,0,0,3368,6,20,1
0,292.0,0,0,0,2611,6,21,1
0,292.0,0,0,0,2054,6,22,1
0,292.0,0,0,0,1238,6,23,1
0,288.394,0,0,44,732,0,0,1
0,288.394,0,0,44,456,0,1,1
0,288.394,0,0,44,319,0,2,1
0,288.019,0,0,56,351,0,3,1
0,288.019,0,0,56,850,0,4,1
0,288.019,0,0,56,2811,0,5,1
0,289.858,0,0,92,5079,0,6,1
0,289.858,0,0,92,5881,0,7,1
0,289.858,0,0,92,4813,0,8,1
0,293.675,0,0,92,4200,0,9,1
0,293.675,0,0,92,3827,0,10,1
0,293.675,0,0,92,3979,0,11,1
0,294.942,0,0,92,4290,0,12,1
0,294.942,0,0,92,4341,0,13,1
0,294.942,0,0,92,4468,0,14,1
0,298.034,0,0,0,4604,0,15,1
0,298.034,0,0,0,5799,0,16,1
0,298.034,0,0,0,5358,0,17,1
0,297.888,0,0,0,3850,0,18,1
0,297.888,0,0,0,2920,0,19,1
0,297.888,0,0,0,2629,0,20,1
0,297.888,0,0,0,2435,0,21,1
0,297.888,0,0,0,1955,0,22,1
0,297.888,0,0,0,1110,0,23,1
0,297.888,0,0,0,602,1,0,1
0,297.888,0,0,0,400,1,1,1
0,297.888,0,0,0,287,1,2,1
0,297.888,0,0,0,326,1,3,1
0,297.888,0,0,0,868,1,4,1
0,297.888,0,0,0,2987,1,5,1
0,297.888,0,0,0,5334,1,6,1
0,297.888,0,0,0,5953,1,7,1
0,297.888,0,0,0,5414,1,8,1
0,297.888,0,0,0,4114,1,9,1
0,297.888,0,0,0,4066,1,10,1
0,297.888,0,0,0,3917,1,11,1
0,297.888,0,0,0,4141,1,12,1
0,297.888,0,0,0,4033,1,13,1
0,297.888,0,0,0,4446,1,14,1
0,297.888,0,0,0,4623,1,15,1
0,297.888,0,0,0,5919,1,16,1
0,297.888,0,0,0,5525,1,17,1
0,297.888,0,0,0,4041,1,18,1
0,297.888,0,0,0,2992,1,19,1
0,297.888,0,0,0,2705,1,20,1
0,297.888,0,0,0,2559,1,21,1
0,297.888,0,0,0,1831,1,22,1
0,297.888,0,0,0,1181,1,23,1
0,297.888,0,0,0,588,2,0,1
0,297.888,0,0,0,389,2,1,1
0,297.888,0,0,0,315,2,2,1
0,297.888,0,0,0,337,2,3,1
0,297.888,0,0,0,906,2,4,1
0,297.888,0,0,0,2944,2,5,1
0,297.888,0,0,0,5332,2,6,1
0,297.888,0,0,0,6074,2,7,1
0,297.888,0,0,0,5425,2,8,1
0,297.888,0,0,0,4528,2,9,1
0,297.888,0,0,0,4145,2,10,1
0,297.888,0,0,0,4457,2,11,1
0,297.888,0,0,0,4568,2,12,1
0,304.698,0,0,0,4483,2,13,1
0,304.698,0,0,0,4803,2,14,1
0,306.37,0,0,0,5073,2,15,1
0,306.37,0,0,0,5952,2,16,1
0,306.37,0,0,0,5396,2,17,1
0,305.461,0,0,0,4170,2,18,1
0,305.461,0,0,0,3196,2,19,1
0,305.461,0,0,0,2662,2,20,1
0,303.608,0,0,44,2533,2,21,1
0,303.608,0,0,44,1883,2,22,1
0,303.608,0,0,44,1180,2,23,1
0,302.274,0,0,20,603,3,0,1
0,302.274,0,0,20,361,3,1,1
0,300.25,0,0,1,279,3,2,1
0,300.19,0,0,20,386,3,3,1
0,298.44,0,0,75,1005,3,4,0
0,298.44,0,0,75,1005,3,4,0
0,294.44,1,0,75,2874,3,5,0
0,294.44,1,0,75,2874,3,5,0
0,294.44,1,0,75,2874,3,5,0
0,294.25,1,0,1,5216,3,6,0
0,294.25,1,0,1,5216,3,6,0
0,294.25,1,0,1,5216,3,6,0
0,294.39,0,0,1,6133,3,7,1
0,295.37,0,0,75,5461,3,8,1
0,297.25,0,0,75,4544,3,9,1
0,299.22,0,0,75,4189,3,10,1
0,301.06,0,0,75,4359,3,11,0
0,302.57,0,0,40,4420,3,12,1
0,303.57,0,0,40,4606,3,13,1
0,304.18,0,0,75,4829,3,14,1
0,304.94,0,0,40,5210,3,15,1
0,305.13,0,0,40,5893,3,16,1
0,305.47,0,0,40,5576,3,17,1
0,305.0,0,0,40,4192,3,18,1
0,304.47,0,0,40,3053,3,19,1
0,302.99,0,0,20,2721,3,20,0
0,300.9,1,0,20,2619,3,21,0
